date,blood_type,demand
2022-05-25,o,740
2022-05-26,a,497
2022-05-26,ab,105
2022-05-26,b,426
2022-05-26,o,824
2022-05-27,a,302
2022-05-27,ab,81
2022-05-27,b,237
2022-05-27,o,533
2022-05-28,a,425
2022-05-28,ab,75
2022-05-28,b,318
2022-05-28,o,640
2022-05-29,a,611
2022-05-29,ab,109
2022-05-29,b,495
2022-05-29,o,1300
2022-05-30,a,268
2022-05-30,ab,66
2022-05-30,b,257
2022-05-30,o,443
2022-05-31,a,420
2022-05-31,ab,76
2022-05-31,b,471
2022-05-31,o,861
2022-06-01,a,795
2022-06-01,ab,104
2022-06-01,b,360
2022-06-01,o,869
2022-06-02,a,373
2022-06-02,ab,73
2022-06-02,b,314
2022-06-02,o,564
2022-06-03,a,342
2022-06-03,ab,75
2022-06-03,b,299
2022-06-03,o,597
2022-06-04,a,491
2022-06-04,ab,88
2022-06-04,b,462
2022-06-04,o,718
2022-06-05,a,643
2022-06-05,ab,119
2022-06-05,b,526
2022-06-05,o,1158
2022-06-06,a,703
2022-06-06,ab,101
2022-06-06,b,415
2022-06-06,o,807
2022-06-07,a,335
2022-06-07,ab,72
2022-06-07,b,304
2022-06-07,o,722
2022-06-08,a,440
2022-06-08,ab,86
2022-06-08,b,348
2022-06-08,o,792
2022-06-09,a,453
2022-06-09,ab,120
2022-06-09,b,381
2022-06-09,o,931
2022-06-10,a,294
2022-06-10,ab,73
2022-06-10,b,257
2022-06-10,o,580
2022-06-11,a,490
2022-06-11,ab,97
2022-06-11,b,414
2022-06-11,o,817
2022-06-12,a,754
2022-06-12,ab,136
2022-06-12,b,599
2022-06-12,o,1432
2022-06-13,a,252
2022-06-13,ab,55
2022-06-13,b,241
2022-06-13,o,502
2022-06-14,a,867
2022-06-14,ab,205
2022-06-14,b,657
2022-06-14,o,1644
2022-06-15,a,507
2022-06-15,ab,119
2022-06-15,b,483
2022-06-15,o,1013
2022-06-16,a,523
2022-06-16,ab,165
2022-06-16,b,458
2022-06-16,o,982
2022-06-17,a,351
2022-06-17,ab,100
2022-06-17,b,447
2022-06-17,o,790
2022-06-18,a,428
2022-06-18,ab,120
2022-06-18,b,496
2022-06-18,o,759
2022-06-19,a,696
2022-06-19,ab,152
2022-06-19,b,694
2022-06-19,o,1316
2022-06-20,a,332
2022-06-20,ab,68
2022-06-20,b,341
2022-06-20,o,687
2022-06-21,a,410
2022-06-21,ab,75
2022-06-21,b,330
2022-06-21,o,655
2022-06-22,a,403
2022-06-22,ab,98
2022-06-22,b,422
2022-06-22,o,858
2022-06-23,a,467
2022-06-23,ab,71
2022-06-23,b,434
2022-06-23,o,764
2022-06-24,a,281
2022-06-24,ab,34
2022-06-24,b,211
2022-06-24,o,479
2022-06-25,a,397
2022-06-25,ab,50
2022-06-25,b,389
2022-06-25,o,877
2022-06-26,a,538
2022-06-26,ab,119
2022-06-26,b,658
2022-06-26,o,1087
2022-06-27,a,332
2022-06-27,ab,83
2022-06-27,b,373
2022-06-27,o,732
2022-06-28,a,365
2022-06-28,ab,55
2022-06-28,b,388
2022-06-28,o,762
2022-06-29,a,496
2022-06-29,ab,99
2022-06-29,b,431
2022-06-29,o,858
2022-06-30,a,394
2022-06-30,ab,63
2022-06-30,b,339
2022-06-30,o,801
2022-07-01,a,303
2022-07-01,ab,44
2022-07-01,b,271
2022-07-01,o,493
2022-07-02,a,392
2022-07-02,ab,67
2022-07-02,b,395
2022-07-02,o,726
2022-07-03,a,626
2022-07-03,ab,93
2022-07-03,b,567
2022-07-03,o,1129
2022-07-04,a,199
2022-07-04,ab,39
2022-07-04,b,205
2022-07-04,o,357
2022-07-05,a,399
2022-07-05,ab,80
2022-07-05,b,354
2022-07-05,o,732
2022-07-06,a,360
2022-07-06,ab,76
2022-07-06,b,355
2022-07-06,o,818
2022-07-07,a,413
2022-07-07,ab,76
2022-07-07,b,360
2022-07-07,o,830
2022-07-08,a,311
2022-07-08,ab,55
2022-07-08,b,297
2022-07-08,o,681
2022-07-09,a,276
2022-07-09,ab,43
2022-07-09,b,204
2022-07-09,o,504
2022-07-10,a,139
2022-07-10,ab,19
2022-07-10,b,116
2022-07-10,o,291
2022-07-11,a,223
2022-07-11,ab,25
2022-07-11,b,217
2022-07-11,o,664
2022-07-12,a,276
2022-07-12,ab,45
2022-07-12,b,235
2022-07-12,o,529
2022-07-13,a,330
2022-07-13,ab,67
2022-07-13,b,287
2022-07-13,o,607
2022-07-14,a,389
2022-07-14,ab,64
2022-07-14,b,316
2022-07-14,o,865
2022-07-15,a,357
2022-07-15,ab,41
2022-07-15,b,223
2022-07-15,o,519
2022-07-16,a,398
2022-07-16,ab,156
2022-07-16,b,349
2022-07-16,o,898
2022-07-17,a,659
2022-07-17,ab,113
2022-07-17,b,559
2022-07-17,o,1379
2022-07-18,a,252
2022-07-18,ab,66
2022-07-18,b,251
2022-07-18,o,618
2022-07-19,a,400
2022-07-19,ab,75
2022-07-19,b,333
2022-07-19,o,692
2022-07-20,a,398
2022-07-20,ab,61
2022-07-20,b,341
2022-07-20,o,658
2022-07-21,a,393
2022-07-21,ab,92
2022-07-21,b,433
2022-07-21,o,823
2022-07-22,a,313
2022-07-22,ab,78
2022-07-22,b,367
2022-07-22,o,635
2022-07-23,a,493
2022-07-23,ab,117
2022-07-23,b,409
2022-07-23,o,1069
2022-07-24,a,526
2022-07-24,ab,165
2022-07-24,b,605
2022-07-24,o,1306
2022-07-25,a,175
2022-07-25,ab,53
2022-07-25,b,160
2022-07-25,o,409
2022-07-26,a,261
2022-07-26,ab,90
2022-07-26,b,458
2022-07-26,o,733
2022-07-27,a,326
2022-07-27,ab,87
2022-07-27,b,394
2022-07-27,o,695
2022-07-28,a,386
2022-07-28,ab,105
2022-07-28,b,351
2022-07-28,o,794
2022-07-29,a,382
2022-07-29,ab,121
2022-07-29,b,304
2022-07-29,o,534
2022-07-30,a,329
2022-07-30,ab,94
2022-07-30,b,348
2022-07-30,o,786
2022-07-31,a,470
2022-07-31,ab,142
2022-07-31,b,472
2022-07-31,o,1081
2022-08-01,a,185
2022-08-01,ab,40
2022-08-01,b,211
2022-08-01,o,360
2022-08-02,a,256
2022-08-02,ab,60
2022-08-02,b,238
2022-08-02,o,367
2022-08-03,a,270
2022-08-03,ab,84
2022-08-03,b,301
2022-08-03,o,532
2022-08-04,a,248
2022-08-04,ab,95
2022-08-04,b,240
2022-08-04,o,532
2022-08-05,a,283
2022-08-05,ab,85
2022-08-05,b,235
2022-08-05,o,522
2022-08-06,a,539
2022-08-06,ab,93
2022-08-06,b,388
2022-08-06,o,712
2022-08-07,a,541
2022-08-07,ab,124
2022-08-07,b,498
2022-08-07,o,935
2022-08-08,a,258
2022-08-08,ab,76
2022-08-08,b,245
2022-08-08,o,523
2022-08-09,a,244
2022-08-09,ab,76
2022-08-09,b,304
2022-08-09,o,500
2022-08-10,a,411
2022-08-10,ab,83
2022-08-10,b,363
2022-08-10,o,628
2022-08-11,a,388
2022-08-11,ab,115
2022-08-11,b,472
2022-08-11,o,669
2022-08-12,a,220
2022-08-12,ab,67
2022-08-12,b,257
2022-08-12,o,389
2022-08-13,a,273
2022-08-13,ab,85
2022-08-13,b,367
2022-08-13,o,742
2022-08-14,a,533
2022-08-14,ab,114
2022-08-14,b,579
2022-08-14,o,1126
2022-08-15,a,203
2022-08-15,ab,101
2022-08-15,b,323
2022-08-15,o,546
2022-08-16,a,470
2022-08-16,ab,114
2022-08-16,b,347
2022-08-16,o,613
2022-08-17,a,331
2022-08-17,ab,127
2022-08-17,b,390
2022-08-17,o,815
2022-08-18,a,310
2022-08-18,ab,125
2022-08-18,b,426
2022-08-18,o,719
2022-08-19,a,228
2022-08-19,ab,53
2022-08-19,b,290
2022-08-19,o,527
2022-08-20,a,329
2022-08-20,ab,135
2022-08-20,b,450
2022-08-20,o,729
2022-08-21,a,517
2022-08-21,ab,151
2022-08-21,b,565
2022-08-21,o,1107
2022-08-22,a,184
2022-08-22,ab,50
2022-08-22,b,213
2022-08-22,o,424
2022-08-23,a,326
2022-08-23,ab,66
2022-08-23,b,406
2022-08-23,o,712
2022-08-24,a,350
2022-08-24,ab,128
2022-08-24,b,409
2022-08-24,o,773
2022-08-25,a,330
2022-08-25,ab,89
2022-08-25,b,633
2022-08-25,o,690
2022-08-26,a,273
2022-08-26,ab,74
2022-08-26,b,291
2022-08-26,o,529
2022-08-27,a,336
2022-08-27,ab,94
2022-08-27,b,412
2022-08-27,o,823
2022-08-28,a,622
2022-08-28,ab,144
2022-08-28,b,480
2022-08-28,o,1137
2022-08-29,a,271
2022-08-29,ab,60
2022-08-29,b,381
2022-08-29,o,665
2022-08-30,a,288
2022-08-30,ab,85
2022-08-30,b,354
2022-08-30,o,789
2022-08-31,a,938
2022-08-31,ab,255
2022-08-31,b,871
2022-08-31,o,1530
2022-09-01,a,234
2022-09-01,ab,90
2022-09-01,b,419
2022-09-01,o,652
2022-09-02,a,154
2022-09-02,ab,58
2022-09-02,b,213
2022-09-02,o,382
2022-09-03,a,260
2022-09-03,ab,77
2022-09-03,b,332
2022-09-03,o,619
2022-09-04,a,528
2022-09-04,ab,114
2022-09-04,b,579
2022-09-04,o,959
2022-09-05,a,189
2022-09-05,ab,63
2022-09-05,b,224
2022-09-05,o,442
2022-09-06,a,279
2022-09-06,ab,94
2022-09-06,b,362
2022-09-06,o,685
2022-09-07,a,286
2022-09-07,ab,86
2022-09-07,b,397
2022-09-07,o,692
2022-09-08,a,416
2022-09-08,ab,150
2022-09-08,b,403
2022-09-08,o,841
2022-09-09,a,178
2022-09-09,ab,53
2022-09-09,b,245
2022-09-09,o,447
2022-09-10,a,212
2022-09-10,ab,97
2022-09-10,b,345
2022-09-10,o,583
2022-09-11,a,490
2022-09-11,ab,143
2022-09-11,b,557
2022-09-11,o,1022
2022-09-12,a,210
2022-09-12,ab,61
2022-09-12,b,216
2022-09-12,o,453
2022-09-13,a,268
2022-09-13,ab,87
2022-09-13,b,399
2022-09-13,o,580
2022-09-14,a,371
2022-09-14,ab,127
2022-09-14,b,427
2022-09-14,o,725
2022-09-15,a,342
2022-09-15,ab,130
2022-09-15,b,421
2022-09-15,o,684
2022-09-16,a,501
2022-09-16,ab,199
2022-09-16,b,669
2022-09-16,o,1302
2022-09-17,a,417
2022-09-17,ab,139
2022-09-17,b,511
2022-09-17,o,983
2022-09-18,a,473
2022-09-18,ab,141
2022-09-18,b,570
2022-09-18,o,1084
2022-09-19,a,223
2022-09-19,ab,66
2022-09-19,b,273
2022-09-19,o,494
2022-09-20,a,266
2022-09-20,ab,80
2022-09-20,b,385
2022-09-20,o,486
2022-09-21,a,295
2022-09-21,ab,134
2022-09-21,b,399
2022-09-21,o,796
2022-09-22,a,300
2022-09-22,ab,127
2022-09-22,b,574
2022-09-22,o,641
2022-09-23,a,248
2022-09-23,ab,81
2022-09-23,b,308
2022-09-23,o,509
2022-09-24,a,267
2022-09-24,ab,189
2022-09-24,b,400
2022-09-24,o,649
2022-09-25,a,433
2022-09-25,ab,123
2022-09-25,b,620
2022-09-25,o,950
2022-09-26,a,287
2022-09-26,ab,60
2022-09-26,b,283
2022-09-26,o,471
2022-09-27,a,319
2022-09-27,ab,97
2022-09-27,b,372
2022-09-27,o,649
2022-09-28,a,244
2022-09-28,ab,107
2022-09-28,b,418
2022-09-28,o,578
2022-09-29,a,340
2022-09-29,ab,138
2022-09-29,b,403
2022-09-29,o,695
2022-09-30,a,269
2022-09-30,ab,89
2022-09-30,b,358
2022-09-30,o,596
2022-10-01,a,481
2022-10-01,ab,130
2022-10-01,b,456
2022-10-01,o,722
2022-10-02,a,421
2022-10-02,ab,151
2022-10-02,b,669
2022-10-02,o,1073
2022-10-03,a,224
2022-10-03,ab,66
2022-10-03,b,285
2022-10-03,o,582
2022-10-04,a,357
2022-10-04,ab,111
2022-10-04,b,442
2022-10-04,o,642
2022-10-05,a,358
2022-10-05,ab,92
2022-10-05,b,525
2022-10-05,o,636
2022-10-06,a,289
2022-10-06,ab,112
2022-10-06,b,558
2022-10-06,o,610
2022-10-07,a,234
2022-10-07,ab,97
2022-10-07,b,354
2022-10-07,o,524
2022-10-08,a,369
2022-10-08,ab,117
2022-10-08,b,507
2022-10-08,o,832
2022-10-09,a,337
2022-10-09,ab,116
2022-10-09,b,579
2022-10-09,o,896
2022-10-10,a,290
2022-10-10,ab,58
2022-10-10,b,345
2022-10-10,o,518
2022-10-11,a,350
2022-10-11,ab,98
2022-10-11,b,371
2022-10-11,o,753
2022-10-12,a,389
2022-10-12,ab,95
2022-10-12,b,478
2022-10-12,o,768
2022-10-13,a,365
2022-10-13,ab,149
2022-10-13,b,442
2022-10-13,o,617
2022-10-14,a,248
2022-10-14,ab,79
2022-10-14,b,294
2022-10-14,o,732
2022-10-15,a,397
2022-10-15,ab,118
2022-10-15,b,498
2022-10-15,o,1276
2022-10-16,a,605
2022-10-16,ab,159
2022-10-16,b,726
2022-10-16,o,1007
2022-10-17,a,257
2022-10-17,ab,60
2022-10-17,b,295
2022-10-17,o,426
2022-10-18,a,336
2022-10-18,ab,88
2022-10-18,b,431
2022-10-18,o,554
2022-10-19,a,377
2022-10-19,ab,102
2022-10-19,b,493
2022-10-19,o,666
2022-10-20,a,276
2022-10-20,ab,79
2022-10-20,b,421
2022-10-20,o,560
2022-10-21,a,186
2022-10-21,ab,49
2022-10-21,b,214
2022-10-21,o,280
2022-10-22,a,388
2022-10-22,ab,113
2022-10-22,b,528
2022-10-22,o,677
2022-10-23,a,523
2022-10-23,ab,108
2022-10-23,b,677
2022-10-23,o,905
2022-10-24,a,403
2022-10-24,ab,101
2022-10-24,b,579
2022-10-24,o,822
2022-10-25,a,219
2022-10-25,ab,75
2022-10-25,b,319
2022-10-25,o,743
2022-10-26,a,329
2022-10-26,ab,103
2022-10-26,b,704
2022-10-26,o,620
2022-10-27,a,328
2022-10-27,ab,90
2022-10-27,b,413
2022-10-27,o,552
2022-10-28,a,190
2022-10-28,ab,43
2022-10-28,b,276
2022-10-28,o,471
2022-10-29,a,368
2022-10-29,ab,81
2022-10-29,b,404
2022-10-29,o,502
2022-10-30,a,593
2022-10-30,ab,104
2022-10-30,b,603
2022-10-30,o,856
2022-10-31,a,200
2022-10-31,ab,46
2022-10-31,b,335
2022-10-31,o,339
2022-11-01,a,200
2022-11-01,ab,111
2022-11-01,b,281
2022-11-01,o,378
2022-11-02,a,479
2022-11-02,ab,101
2022-11-02,b,521
2022-11-02,o,691
2022-11-03,a,304
2022-11-03,ab,65
2022-11-03,b,443
2022-11-03,o,575
2022-11-04,a,188
2022-11-04,ab,41
2022-11-04,b,273
2022-11-04,o,306
2022-11-05,a,528
2022-11-05,ab,80
2022-11-05,b,537
2022-11-05,o,643
2022-11-06,a,457
2022-11-06,ab,121
2022-11-06,b,625
2022-11-06,o,1102
2022-11-07,a,263
2022-11-07,ab,71
2022-11-07,b,360
2022-11-07,o,300
2022-11-08,a,339
2022-11-08,ab,102
2022-11-08,b,422
2022-11-08,o,543
2022-11-09,a,428
2022-11-09,ab,94
2022-11-09,b,492
2022-11-09,o,547
2022-11-10,a,443
2022-11-10,ab,148
2022-11-10,b,501
2022-11-10,o,634
2022-11-11,a,169
2022-11-11,ab,82
2022-11-11,b,209
2022-11-11,o,400
2022-11-12,a,469
2022-11-12,ab,130
2022-11-12,b,653
2022-11-12,o,840
2022-11-13,a,510
2022-11-13,ab,129
2022-11-13,b,551
2022-11-13,o,833
2022-11-14,a,241
2022-11-14,ab,85
2022-11-14,b,329
2022-11-14,o,425
2022-11-15,a,366
2022-11-15,ab,114
2022-11-15,b,418
2022-11-15,o,566
2022-11-16,a,392
2022-11-16,ab,126
2022-11-16,b,758
2022-11-16,o,562
2022-11-17,a,248
2022-11-17,ab,78
2022-11-17,b,407
2022-11-17,o,399
2022-11-18,a,177
2022-11-18,ab,44
2022-11-18,b,257
2022-11-18,o,338
2022-11-19,a,52
2022-11-19,ab,24
2022-11-19,b,59
2022-11-19,o,87
2022-11-20,a,325
2022-11-20,ab,89
2022-11-20,b,389
2022-11-20,o,471
2022-11-21,a,171
2022-11-21,ab,58
2022-11-21,b,247
2022-11-21,o,311
2022-11-22,a,473
2022-11-22,ab,104
2022-11-22,b,403
2022-11-22,o,538
2022-11-23,a,338
2022-11-23,ab,99
2022-11-23,b,523
2022-11-23,o,691
2022-11-24,a,351
2022-11-24,ab,134
2022-11-24,b,635
2022-11-24,o,613
2022-11-25,a,267
2022-11-25,ab,75
2022-11-25,b,395
2022-11-25,o,464
2022-11-26,a,263
2022-11-26,ab,111
2022-11-26,b,376
2022-11-26,o,532
2022-11-27,a,503
2022-11-27,ab,110
2022-11-27,b,531
2022-11-27,o,748
2022-11-28,a,211
2022-11-28,ab,62
2022-11-28,b,337
2022-11-28,o,329
2022-11-29,a,307
2022-11-29,ab,114
2022-11-29,b,490
2022-11-29,o,595
2022-11-30,a,332
2022-11-30,ab,95
2022-11-30,b,451
2022-11-30,o,510
2022-12-01,a,337
2022-12-01,ab,81
2022-12-01,b,678
2022-12-01,o,553
2022-12-02,a,212
2022-12-02,ab,83
2022-12-02,b,395
2022-12-02,o,467
2022-12-03,a,359
2022-12-03,ab,99
2022-12-03,b,558
2022-12-03,o,638
2022-12-04,a,654
2022-12-04,ab,145
2022-12-04,b,829
2022-12-04,o,1149
2022-12-05,a,250
2022-12-05,ab,66
2022-12-05,b,264
2022-12-05,o,329
2022-12-06,a,388
2022-12-06,ab,102
2022-12-06,b,575
2022-12-06,o,546
2022-12-07,a,336
2022-12-07,ab,103
2022-12-07,b,526
2022-12-07,o,587
2022-12-08,a,311
2022-12-08,ab,101
2022-12-08,b,453
2022-12-08,o,540
2022-12-09,a,263
2022-12-09,ab,79
2022-12-09,b,363
2022-12-09,o,417
2022-12-10,a,378
2022-12-10,ab,125
2022-12-10,b,454
2022-12-10,o,476
2022-12-11,a,515
2022-12-11,ab,116
2022-12-11,b,960
2022-12-11,o,795
2022-12-12,a,288
2022-12-12,ab,82
2022-12-12,b,385
2022-12-12,o,479
2022-12-13,a,404
2022-12-13,ab,94
2022-12-13,b,491
2022-12-13,o,446
2022-12-14,a,379
2022-12-14,ab,79
2022-12-14,b,503
2022-12-14,o,634
2022-12-15,a,320
2022-12-15,ab,94
2022-12-15,b,408
2022-12-15,o,430
2022-12-16,a,290
2022-12-16,ab,84
2022-12-16,b,374
2022-12-16,o,508
2022-12-17,a,440
2022-12-17,ab,106
2022-12-17,b,516
2022-12-17,o,714
2022-12-18,a,556
2022-12-18,ab,143
2022-12-18,b,594
2022-12-18,o,818
2022-12-19,a,196
2022-12-19,ab,59
2022-12-19,b,209
2022-12-19,o,286
2022-12-20,a,424
2022-12-20,ab,109
2022-12-20,b,636
2022-12-20,o,534
2022-12-21,a,437
2022-12-21,ab,109
2022-12-21,b,632
2022-12-21,o,594
2022-12-22,a,374
2022-12-22,ab,92
2022-12-22,b,492
2022-12-22,o,560
2022-12-23,a,279
2022-12-23,ab,64
2022-12-23,b,300
2022-12-23,o,383
2022-12-24,a,272
2022-12-24,ab,74
2022-12-24,b,461
2022-12-24,o,460
2022-12-25,a,410
2022-12-25,ab,117
2022-12-25,b,539
2022-12-25,o,769
2022-12-26,a,385
2022-12-26,ab,109
2022-12-26,b,532
2022-12-26,o,704
2022-12-27,a,279
2022-12-27,ab,50
2022-12-27,b,472
2022-12-27,o,443
2022-12-28,a,477
2022-12-28,ab,83
2022-12-28,b,587
2022-12-28,o,1076
2022-12-29,a,292
2022-12-29,ab,67
2022-12-29,b,417
2022-12-29,o,436
2022-12-30,a,320
2022-12-30,ab,65
2022-12-30,b,423
2022-12-30,o,462
2022-12-31,a,410
2022-12-31,ab,73
2022-12-31,b,550
2022-12-31,o,585
2023-01-01,a,565
2023-01-01,ab,83
2023-01-01,b,764
2023-01-01,o,843
2023-01-02,a,374
2023-01-02,ab,60
2023-01-02,b,545
2023-01-02,o,615
2023-01-03,a,220
2023-01-03,ab,54
2023-01-03,b,319
2023-01-03,o,342
2023-01-04,a,457
2023-01-04,ab,119
2023-01-04,b,431
2023-01-04,o,582
2023-01-05,a,392
2023-01-05,ab,71
2023-01-05,b,460
2023-01-05,o,522
2023-01-06,a,292
2023-01-06,ab,53
2023-01-06,b,399
2023-01-06,o,510
2023-01-07,a,440
2023-01-07,ab,75
2023-01-07,b,411
2023-01-07,o,564
2023-01-08,a,634
2023-01-08,ab,100
2023-01-08,b,735
2023-01-08,o,818
2023-01-09,a,203
2023-01-09,ab,59
2023-01-09,b,273
2023-01-09,o,315
2023-01-10,a,361
2023-01-10,ab,70
2023-01-10,b,440
2023-01-10,o,464
2023-01-11,a,391
2023-01-11,ab,92
2023-01-11,b,534
2023-01-11,o,609
2023-01-12,a,411
2023-01-12,ab,88
2023-01-12,b,526
2023-01-12,o,509
2023-01-13,a,276
2023-01-13,ab,61
2023-01-13,b,351
2023-01-13,o,314
2023-01-14,a,380
2023-01-14,ab,105
2023-01-14,b,473
2023-01-14,o,655
2023-01-15,a,617
2023-01-15,ab,256
2023-01-15,b,618
2023-01-15,o,790
2023-01-16,a,262
2023-01-16,ab,69
2023-01-16,b,289
2023-01-16,o,413
2023-01-17,a,477
2023-01-17,ab,110
2023-01-17,b,469
2023-01-17,o,612
2023-01-18,a,691
2023-01-18,ab,101
2023-01-18,b,884
2023-01-18,o,600
2023-01-19,a,418
2023-01-19,ab,91
2023-01-19,b,520
2023-01-19,o,476
2023-01-20,a,258
2023-01-20,ab,66
2023-01-20,b,335
2023-01-20,o,408
2023-01-21,a,297
2023-01-21,ab,39
2023-01-21,b,326
2023-01-21,o,374
2023-01-22,a,197
2023-01-22,ab,51
2023-01-22,b,274
2023-01-22,o,294
2023-01-23,a,341
2023-01-23,ab,66
2023-01-23,b,520
2023-01-23,o,429
2023-01-24,a,398
2023-01-24,ab,70
2023-01-24,b,420
2023-01-24,o,546
2023-01-25,a,366
2023-01-25,ab,59
2023-01-25,b,318
2023-01-25,o,477
2023-01-26,a,405
2023-01-26,ab,84
2023-01-26,b,526
2023-01-26,o,596
2023-01-27,a,219
2023-01-27,ab,94
2023-01-27,b,304
2023-01-27,o,369
2023-01-28,a,436
2023-01-28,ab,96
2023-01-28,b,548
2023-01-28,o,613
2023-01-29,a,598
2023-01-29,ab,109
2023-01-29,b,599
2023-01-29,o,763
2023-01-30,a,278
2023-01-30,ab,40
2023-01-30,b,306
2023-01-30,o,374
2023-01-31,a,443
2023-01-31,ab,81
2023-01-31,b,449
2023-01-31,o,648
2023-02-01,a,467
2023-02-01,ab,89
2023-02-01,b,583
2023-02-01,o,642
2023-02-02,a,510
2023-02-02,ab,83
2023-02-02,b,469
2023-02-02,o,613
2023-02-03,a,192
2023-02-03,ab,44
2023-02-03,b,208
2023-02-03,o,262
2023-02-04,a,543
2023-02-04,ab,103
2023-02-04,b,536
2023-02-04,o,640
2023-02-05,a,674
2023-02-05,ab,159
2023-02-05,b,998
2023-02-05,o,1114
2023-02-06,a,355
2023-02-06,ab,106
2023-02-06,b,327
2023-02-06,o,411
2023-02-07,a,332
2023-02-07,ab,78
2023-02-07,b,321
2023-02-07,o,416
2023-02-08,a,368
2023-02-08,ab,82
2023-02-08,b,448
2023-02-08,o,590
2023-02-09,a,427
2023-02-09,ab,101
2023-02-09,b,468
2023-02-09,o,626
2023-02-10,a,281
2023-02-10,ab,56
2023-02-10,b,305
2023-02-10,o,386
2023-02-11,a,564
2023-02-11,ab,110
2023-02-11,b,562
2023-02-11,o,796
2023-02-12,a,700
2023-02-12,ab,149
2023-02-12,b,730
2023-02-12,o,873
2023-02-13,a,173
2023-02-13,ab,36
2023-02-13,b,235
2023-02-13,o,273
2023-02-14,a,396
2023-02-14,ab,66
2023-02-14,b,371
2023-02-14,o,437
2023-02-15,a,403
2023-02-15,ab,125
2023-02-15,b,488
2023-02-15,o,606
2023-02-16,a,518
2023-02-16,ab,118
2023-02-16,b,650
2023-02-16,o,680
2023-02-17,a,351
2023-02-17,ab,100
2023-02-17,b,404
2023-02-17,o,597
2023-02-18,a,558
2023-02-18,ab,97
2023-02-18,b,488
2023-02-18,o,689
2023-02-19,a,727
2023-02-19,ab,140
2023-02-19,b,798
2023-02-19,o,940
2023-02-20,a,305
2023-02-20,ab,61
2023-02-20,b,330
2023-02-20,o,468
2023-02-21,a,473
2023-02-21,ab,71
2023-02-21,b,487
2023-02-21,o,546
2023-02-22,a,384
2023-02-22,ab,91
2023-02-22,b,393
2023-02-22,o,509
2023-02-23,a,501
2023-02-23,ab,99
2023-02-23,b,914
2023-02-23,o,746
2023-02-24,a,248
2023-02-24,ab,37
2023-02-24,b,304
2023-02-24,o,310
2023-02-25,a,477
2023-02-25,ab,116
2023-02-25,b,494
2023-02-25,o,608
2023-02-26,a,755
2023-02-26,ab,121
2023-02-26,b,746
2023-02-26,o,1091
2023-02-27,a,348
2023-02-27,ab,86
2023-02-27,b,464
2023-02-27,o,600
2023-02-28,a,508
2023-02-28,ab,92
2023-02-28,b,529
2023-02-28,o,751
2023-03-01,a,300
2023-03-01,ab,52
2023-03-01,b,332
2023-03-01,o,525
2023-03-02,a,411
2023-03-02,ab,60
2023-03-02,b,460
2023-03-02,o,616
2023-03-03,a,241
2023-03-03,ab,53
2023-03-03,b,318
2023-03-03,o,459
2023-03-04,a,479
2023-03-04,ab,74
2023-03-04,b,529
2023-03-04,o,769
2023-03-05,a,723
2023-03-05,ab,132
2023-03-05,b,750
2023-03-05,o,909
2023-03-06,a,318
2023-03-06,ab,36
2023-03-06,b,337
2023-03-06,o,463
2023-03-07,a,501
2023-03-07,ab,92
2023-03-07,b,441
2023-03-07,o,624
2023-03-08,a,567
2023-03-08,ab,99
2023-03-08,b,668
2023-03-08,o,850
2023-03-09,a,491
2023-03-09,ab,105
2023-03-09,b,530
2023-03-09,o,756
2023-03-10,a,414
2023-03-10,ab,49
2023-03-10,b,409
2023-03-10,o,630
2023-03-11,a,530
2023-03-11,ab,94
2023-03-11,b,626
2023-03-11,o,792
2023-03-12,a,916
2023-03-12,ab,137
2023-03-12,b,859
2023-03-12,o,1180
2023-03-13,a,660
2023-03-13,ab,84
2023-03-13,b,359
2023-03-13,o,682
2023-03-14,a,449
2023-03-14,ab,73
2023-03-14,b,508
2023-03-14,o,649
2023-03-15,a,537
2023-03-15,ab,86
2023-03-15,b,547
2023-03-15,o,760
2023-03-16,a,618
2023-03-16,ab,93
2023-03-16,b,1010
2023-03-16,o,866
2023-03-17,a,366
2023-03-17,ab,72
2023-03-17,b,309
2023-03-17,o,571
2023-03-18,a,603
2023-03-18,ab,101
2023-03-18,b,570
2023-03-18,o,1123
2023-03-19,a,828
2023-03-19,ab,133
2023-03-19,b,847
2023-03-19,o,1274
2023-03-20,a,523
2023-03-20,ab,112
2023-03-20,b,460
2023-03-20,o,634
2023-03-21,a,733
2023-03-21,ab,126
2023-03-21,b,677
2023-03-21,o,1011
2023-03-22,a,732
2023-03-22,ab,128
2023-03-22,b,654
2023-03-22,o,934
2023-03-23,a,229
2023-03-23,ab,32
2023-03-23,b,156
2023-03-23,o,237
2023-03-24,a,243
2023-03-24,ab,27
2023-03-24,b,217
2023-03-24,o,333
2023-03-25,a,311
2023-03-25,ab,50
2023-03-25,b,362
2023-03-25,o,546
2023-03-26,a,595
2023-03-26,ab,54
2023-03-26,b,485
2023-03-26,o,759
2023-03-27,a,167
2023-03-27,ab,28
2023-03-27,b,144
2023-03-27,o,302
2023-03-28,a,295
2023-03-28,ab,38
2023-03-28,b,270
2023-03-28,o,453
2023-03-29,a,258
2023-03-29,ab,35
2023-03-29,b,299
2023-03-29,o,459
2023-03-30,a,328
2023-03-30,ab,29
2023-03-30,b,353
2023-03-30,o,491
2023-03-31,a,343
2023-03-31,ab,43
2023-03-31,b,298
